timestamp,device_id,seq,current_amp,gps_lat,gps_lon,battery_level,ble_id
2025-07-01T23:41:52Z,9f8c2a7d,181,3.37,52.683451,13.417023,78,
2025-07-01T23:42:22Z,9f8c2a7d,182,7.12,52.683765,13.418084,78,
2025-07-01T23:42:52Z,9f8c2a7d,183,3.22,52.683627,13.417715,78,
2025-07-01T23:43:22Z,9f8c2a7d,184,4.08,52.68329,13.417814,78,
2025-07-01T23:43:52Z,9f8c2a7d,185,6.98,52.683322,13.416978,78,
2025-07-02T06:22:10Z,9f8c2a7d,882,4.16,52.524894,13.117253,65,
2025-07-02T06:22:40Z,9f8c2a7d,883,8.11,52.525003,13.118261,65,
2025-07-02T06:23:10Z,9f8c2a7d,884,6.53,52.524582,13.117641,65,
2025-07-02T06:23:40Z,9f8c2a7d,885,1.77,52.524241,13.117455,65,
2025-07-02T06:24:10Z,9f8c2a7d,886,8.05,52.524171,13.118732,65,
2025-07-02T06:24:40Z,9f8c2a7d,887,4.35,52.524897,13.117847,65,
2025-07-02T06:25:10Z,9f8c2a7d,888,7.23,52.524822,13.118476,65,
2025-07-02T06:25:40Z,9f8c2a7d,889,2.74,52.524252,13.117844,65,
2025-07-02T06:26:10Z,9f8c2a7d,890,2.88,52.524831,13.117476,65,
2025-07-02T06:26:40Z,9f8c2a7d,891,4.42,52.52501,13.117791,65,
2025-07-02T06:27:10Z,9f8c2a7d,892,2.38,52.525183,13.118654,65,
2025-07-02T06:27:40Z,9f8c2a7d,893,6.09,52.52443,13.117953,65,
2025-07-02T06:28:10Z,9f8c2a7d,894,6.66,52.524292,13.11735,65,
2025-07-02T06:28:40Z,9f8c2a7d,895,3.63,52.525063,13.118035,65,
2025-07-02T06:29:10Z,9f8c2a7d,896,4.97,52.524359,13.117211,65,
2025-07-02T06:29:40Z,9f8c2a7d,897,7.49,52.524224,13.1177,65,
2025-07-02T06:30:10Z,9f8c2a7d,898,2.36,52.52413,13.118049,65,
2025-07-02T06:30:40Z,9f8c2a7d,899,4.2,52.524116,13.118099,65,
2025-07-02T06:31:10Z,9f8c2a7d,900,4.79,52.524418,13.118338,65,
2025-07-02T06:31:40Z,9f8c2a7d,901,3.37,52.524258,13.117579,65,
2025-07-02T06:32:10Z,9f8c2a7d,902,3.21,52.524627,13.117832,65,
2025-07-02T22:44:10Z,b4e1d9c2,616,5.22,52.314734,13.422122,88,A4:C1:38:1F:2B:7C
2025-07-02T22:44:40Z,b4e1d9c2,617,7.46,52.314792,13.42202,88,A4:C1:38:1F:2B:7C
2025-07-02T22:45:10Z,b4e1d9c2,618,7.37,52.314515,13.423127,88,A4:C1:38:1F:2B:7C
2025-07-02T22:45:40Z,b4e1d9c2,619,5.82,52.314708,13.42211,88,A4:C1:38:1F:2B:7C
2025-07-02T22:46:10Z,b4e1d9c2,620,3.24,52.314129,13.421632,88,A4:C1:38:1F:2B:7C
2025-07-02T22:46:40Z,b4e1d9c2,621,2.66,52.31427,13.422204,88,A4:C1:38:1F:2B:7C
2025-07-02T22:47:10Z,b4e1d9c2,622,3.39,52.314638,13.422282,88,A4:C1:38:1F:2B:7C
2025-07-02T22:47:40Z,b4e1d9c2,623,3.98,52.314097,13.422234,88,A4:C1:38:1F:2B:7C
2025-07-02T22:48:10Z,b4e1d9c2,624,5.57,52.315014,13.422839,88,A4:C1:38:1F:2B:7C
2025-07-02T22:48:40Z,b4e1d9c2,625,2.22,52.314474,13.422436,88,A4:C1:38:1F:2B:7C
2025-07-02T22:49:10Z,b4e1d9c2,626,7.82,52.315212,13.422123,88,A4:C1:38:1F:2B:7C
2025-07-02T22:49:40Z,b4e1d9c2,627,4.41,52.315268,13.422038,88,A4:C1:38:1F:2B:7C
2025-07-02T22:50:10Z,b4e1d9c2,628,5.8,52.315231,13.422101,88,A4:C1:38:1F:2B:7C
2025-07-02T22:50:40Z,b4e1d9c2,629,6.53,52.314503,13.423005,88,A4:C1:38:1F:2B:7C
2025-07-02T22:51:10Z,b4e1d9c2,630,7.33,52.31523,13.423112,88,
2025-07-02T22:51:40Z,b4e1d9c2,631,3.0,52.314663,13.422408,88,A4:C1:38:1F:2B:7C
2025-07-02T22:52:10Z,b4e1d9c2,632,2.72,52.315149,13.422752,88,
2025-07-02T22:52:40Z,b4e1d9c2,633,5.56,52.314113,13.422197,88,A4:C1:38:1F:2B:7C
2025-07-02T22:53:10Z,b4e1d9c2,634,6.06,52.314328,13.421974,88,
2025-07-02T22:53:40Z,b4e1d9c2,635,2.38,52.314974,13.422961,88,
2025-07-02T22:54:10Z,b4e1d9c2,636,5.38,52.314302,13.422338,88,A4:C1:38:1F:2B:7C
2025-07-02T22:54:40Z,b4e1d9c2,637,4.78,52.314835,13.421973,88,A4:C1:38:1F:2B:7C
2025-07-02T22:55:10Z,b4e1d9c2,638,5.13,52.314186,13.422615,88,A4:C1:38:1F:2B:7C
2025-07-02T22:55:40Z,b4e1d9c2,639,2.27,52.314472,13.422826,88,A4:C1:38:1F:2B:7C
2025-07-02T22:56:10Z,b4e1d9c2,640,7.78,52.314805,13.421615,88,A4:C1:38:1F:2B:7C
2025-07-02T22:56:40Z,b4e1d9c2,641,2.72,52.31414,13.421702,88,A4:C1:38:1F:2B:7C
2025-07-02T22:57:10Z,b4e1d9c2,642,7.97,52.314992,13.422018,88,A4:C1:38:1F:2B:7C
2025-07-02T22:57:40Z,b4e1d9c2,643,5.56,52.315251,13.421695,88,A4:C1:38:1F:2B:7C
2025-07-02T22:58:10Z,b4e1d9c2,644,3.8,52.315112,13.421992,88,A4:C1:38:1F:2B:7C
2025-07-02T22:58:40Z,b4e1d9c2,645,1.8,52.314282,13.422943,88,A4:C1:38:1F:2B:7C
2025-07-02T22:59:10Z,b4e1d9c2,646,3.98,52.314594,13.421912,88,A4:C1:38:1F:2B:7C
2025-07-02T22:59:40Z,b4e1d9c2,647,1.98,52.314884,13.422567,88,A4:C1:38:1F:2B:7C
2025-07-02T23:00:10Z,b4e1d9c2,648,3.29,52.31466,13.421951,88,A4:C1:38:1F:2B:7C
2025-07-02T23:00:40Z,b4e1d9c2,649,1.99,52.314824,13.421938,88,
2025-07-02T23:01:10Z,b4e1d9c2,650,6.91,52.314702,13.42316,88,A4:C1:38:1F:2B:7C
2025-07-02T23:01:40Z,b4e1d9c2,651,3.15,52.314455,13.422496,88,A4:C1:38:1F:2B:7C
2025-07-02T23:02:10Z,b4e1d9c2,652,4.8,52.314478,13.422917,88,A4:C1:38:1F:2B:7C
2025-07-02T23:02:40Z,b4e1d9c2,653,1.74,52.314609,13.423125,88,A4:C1:38:1F:2B:7C
2025-07-02T23:03:10Z,b4e1d9c2,654,3.39,52.31441,13.422743,88,A4:C1:38:1F:2B:7C
2025-07-02T23:03:40Z,b4e1d9c2,655,5.53,52.315131,13.42237,88,A4:C1:38:1F:2B:7C
2025-07-02T23:04:10Z,b4e1d9c2,656,1.66,52.31524,13.421938,89,A4:C1:38:1F:2B:7C
2025-07-03T19:23:19Z,b4e1d9c2,883,2.49,52.686011,13.162403,80,
2025-07-03T19:23:49Z,b4e1d9c2,884,2.98,52.685777,13.161743,80,
2025-07-03T19:24:19Z,b4e1d9c2,885,6.55,52.685529,13.161665,80,
2025-07-03T19:24:49Z,b4e1d9c2,886,3.74,52.686117,13.162385,80,
2025-07-03T19:25:19Z,b4e1d9c2,887,2.44,52.685746,13.161809,80,
2025-07-03T19:25:49Z,b4e1d9c2,888,7.22,52.685628,13.162582,80,
2025-07-03T19:26:19Z,b4e1d9c2,889,6.32,52.685919,13.162293,80,
2025-07-03T19:26:49Z,b4e1d9c2,890,5.14,52.686039,13.162606,80,
2025-07-03T19:27:19Z,b4e1d9c2,891,2.18,52.686345,13.163185,80,
2025-07-03T19:27:49Z,b4e1d9c2,892,7.65,52.686298,13.162058,80,
2025-07-03T19:28:19Z,b4e1d9c2,893,4.02,52.685683,13.162085,80,
2025-07-03T19:28:49Z,b4e1d9c2,894,5.98,52.685189,13.161987,80,
2025-07-03T19:29:19Z,b4e1d9c2,895,2.5,52.685859,13.162307,80,
2025-07-03T19:29:49Z,b4e1d9c2,896,4.95,52.685562,13.162331,80,
2025-07-03T19:30:19Z,b4e1d9c2,897,4.3,52.686287,13.16274,80,
2025-07-03T19:30:49Z,b4e1d9c2,898,7.46,52.686167,13.162664,80,
2025-07-03T19:31:19Z,b4e1d9c2,899,8.01,52.685676,13.163007,80,
2025-07-03T19:31:49Z,b4e1d9c2,900,6.55,52.685514,13.161833,80,
2025-07-03T19:32:19Z,b4e1d9c2,901,5.5,52.686183,13.163144,80,
2025-07-03T19:32:49Z,b4e1d9c2,902,7.68,52.686049,13.162016,80,
2025-07-03T19:33:19Z,b4e1d9c2,903,3.02,52.686356,13.161922,81,
2025-07-04T07:39:57Z,9f8c2a7d,697,6.62,52.425233,13.18154,87,
2025-07-04T07:40:27Z,9f8c2a7d,698,8.08,52.425912,13.182008,87,
2025-07-04T07:40:57Z,9f8c2a7d,699,3.17,52.425961,13.181085,87,
2025-07-04T07:41:27Z,9f8c2a7d,700,6.55,52.425799,13.181833,87,
2025-07-04T07:41:57Z,9f8c2a7d,701,7.26,52.425027,13.182098,87,
2025-07-04T07:42:27Z,9f8c2a7d,702,7.48,52.425781,13.182151,87,
2025-07-04T07:42:57Z,9f8c2a7d,703,8.2,52.425626,13.180668,87,
2025-07-04T07:43:27Z,9f8c2a7d,704,2.93,52.425729,13.181388,87,
2025-07-04T07:43:57Z,9f8c2a7d,705,6.83,52.425126,13.181153,87,
2025-07-04T07:44:27Z,9f8c2a7d,706,7.56,52.425243,13.180746,87,
2025-07-04T07:44:57Z,9f8c2a7d,707,2.42,52.425885,13.181393,87,
2025-07-04T07:45:27Z,9f8c2a7d,708,5.54,52.4257,13.181743,87,
2025-07-04T07:45:57Z,9f8c2a7d,709,7.24,52.425118,13.181202,87,
2025-07-04T07:46:27Z,9f8c2a7d,710,7.08,52.42591,13.182143,87,
2025-07-04T07:46:57Z,9f8c2a7d,711,4.99,52.42618,13.181962,87,
2025-07-04T07:47:27Z,9f8c2a7d,712,5.92,52.425962,13.182107,87,
2025-07-04T07:47:57Z,9f8c2a7d,713,7.46,52.425717,13.181457,87,
2025-07-04T07:48:27Z,9f8c2a7d,714,7.22,52.426119,13.181827,87,
2025-07-04T07:48:57Z,9f8c2a7d,715,7.47,52.42509,13.181317,87,
2025-07-04T07:49:27Z,9f8c2a7d,716,3.95,52.425098,13.181126,87,
2025-07-04T07:49:57Z,9f8c2a7d,717,3.94,52.426041,13.181346,87,
2025-07-05T04:40:35Z,7a3f55e1,453,3.38,52.544487,13.168079,77,A4:C1:38:1F:2B:7C
2025-07-05T04:41:05Z,7a3f55e1,454,6.03,52.545018,13.16815,77,A4:C1:38:1F:2B:7C
2025-07-05T04:41:35Z,7a3f55e1,455,1.93,52.544613,13.167192,77,A4:C1:38:1F:2B:7C
2025-07-05T04:42:05Z,7a3f55e1,456,8.11,52.544925,13.167072,77,A4:C1:38:1F:2B:7C
2025-07-05T04:42:35Z,7a3f55e1,457,6.62,52.544484,13.167165,77,
2025-07-05T04:43:05Z,7a3f55e1,458,6.5,52.544853,13.168088,77,A4:C1:38:1F:2B:7C
2025-07-05T04:43:35Z,7a3f55e1,459,5.1,52.544829,13.167507,77,A4:C1:38:1F:2B:7C
2025-07-05T04:44:05Z,7a3f55e1,460,4.09,52.544715,13.167623,77,
2025-07-05T04:44:35Z,7a3f55e1,461,2.17,52.544052,13.167412,77,A4:C1:38:1F:2B:7C
2025-07-05T04:45:05Z,7a3f55e1,462,2.79,52.544368,13.167751,77,A4:C1:38:1F:2B:7C
2025-07-05T04:45:35Z,7a3f55e1,463,3.21,52.544418,13.167588,77,A4:C1:38:1F:2B:7C
2025-07-05T04:46:05Z,7a3f55e1,464,6.74,52.544242,13.167457,77,A4:C1:38:1F:2B:7C
2025-07-05T04:46:35Z,7a3f55e1,465,2.81,52.54471,13.166819,77,A4:C1:38:1F:2B:7C
2025-07-05T04:47:05Z,7a3f55e1,466,2.83,52.544496,13.168248,77,A4:C1:38:1F:2B:7C
2025-07-05T04:47:35Z,7a3f55e1,467,6.84,52.544827,13.168123,77,A4:C1:38:1F:2B:7C
2025-07-05T04:48:05Z,7a3f55e1,468,5.38,52.543913,13.16816,77,A4:C1:38:1F:2B:7C
2025-07-05T04:48:35Z,7a3f55e1,469,1.73,52.544489,13.168079,77,A4:C1:38:1F:2B:7C
2025-07-05T04:49:05Z,7a3f55e1,470,7.55,52.544912,13.167793,77,
2025-07-05T04:49:35Z,7a3f55e1,471,5.35,52.54391,13.16785,77,A4:C1:38:1F:2B:7C
2025-07-05T04:50:05Z,7a3f55e1,472,7.14,52.544053,13.167288,77,A4:C1:38:1F:2B:7C
2025-07-05T04:50:35Z,7a3f55e1,473,5.72,52.544904,13.167566,77,A4:C1:38:1F:2B:7C
2025-07-05T04:51:05Z,7a3f55e1,474,4.38,52.54454,13.16746,77,A4:C1:38:1F:2B:7C
2025-07-05T04:51:35Z,7a3f55e1,475,2.49,52.544913,13.168259,77,
2025-07-05T04:52:05Z,7a3f55e1,476,3.04,52.544388,13.16767,77,A4:C1:38:1F:2B:7C
2025-07-05T04:52:35Z,7a3f55e1,477,5.65,52.544365,13.168264,77,A4:C1:38:1F:2B:7C
2025-07-05T04:53:05Z,7a3f55e1,478,4.89,52.544306,13.167631,77,A4:C1:38:1F:2B:7C
2025-07-05T04:53:35Z,7a3f55e1,479,6.08,52.543966,13.168069,77,A4:C1:38:1F:2B:7C
2025-07-05T04:54:05Z,7a3f55e1,480,5.53,52.544179,13.16697,77,A4:C1:38:1F:2B:7C
2025-07-05T04:54:35Z,7a3f55e1,481,5.67,52.544124,13.167764,77,
2025-07-05T04:55:05Z,7a3f55e1,482,5.66,52.54435,13.168119,77,A4:C1:38:1F:2B:7C
2025-07-05T04:55:35Z,7a3f55e1,483,3.1,52.544901,13.167575,77,A4:C1:38:1F:2B:7C
2025-07-05T04:56:05Z,7a3f55e1,484,2.84,52.544625,13.16697,77,A4:C1:38:1F:2B:7C
2025-07-05T04:56:35Z,7a3f55e1,485,7.42,52.544543,13.167866,77,A4:C1:38:1F:2B:7C
2025-07-05T04:57:05Z,7a3f55e1,486,8.18,52.54408,13.167824,77,A4:C1:38:1F:2B:7C
2025-07-05T04:57:35Z,7a3f55e1,487,3.99,52.544339,13.167108,77,A4:C1:38:1F:2B:7C
2025-07-05T04:58:05Z,7a3f55e1,488,3.13,52.544755,13.16802,77,A4:C1:38:1F:2B:7C
2025-07-05T04:58:35Z,7a3f55e1,489,2.64,52.544897,13.167026,77,A4:C1:38:1F:2B:7C
2025-07-05T04:59:05Z,7a3f55e1,490,3.35,52.544939,13.168234,77,
2025-07-05T04:59:35Z,7a3f55e1,491,6.06,52.543888,13.167368,77,A4:C1:38:1F:2B:7C
2025-07-05T05:00:05Z,7a3f55e1,492,6.39,52.544945,13.166845,77,A4:C1:38:1F:2B:7C
2025-07-05T05:00:35Z,7a3f55e1,493,5.07,52.544403,13.167224,77,A4:C1:38:1F:2B:7C
2025-07-05T12:40:53Z,9f8c2a7d,1396,4.66,52.55088,13.57419,74,
2025-07-05T12:41:23Z,9f8c2a7d,1397,6.79,52.551544,13.573518,74,
2025-07-05T12:41:53Z,9f8c2a7d,1398,6.95,52.551016,13.572994,74,
2025-07-05T12:42:23Z,9f8c2a7d,1399,2.79,52.551909,13.573789,74,
2025-07-05T12:42:53Z,9f8c2a7d,1400,3.5,52.55108,13.574038,74,
2025-07-05T12:43:23Z,9f8c2a7d,1401,7.14,52.551785,13.573548,74,
2025-07-05T12:43:53Z,9f8c2a7d,1402,4.41,52.551524,13.573986,74,
2025-07-05T12:44:23Z,9f8c2a7d,1403,2.49,52.551394,13.572797,74,
2025-07-05T12:44:53Z,9f8c2a7d,1404,6.91,52.55117,13.573121,74,
2025-07-05T12:45:23Z,9f8c2a7d,1405,6.75,52.551874,13.572995,74,
2025-07-05T12:45:53Z,9f8c2a7d,1406,6.8,52.551084,13.572916,74,
2025-07-05T12:46:23Z,9f8c2a7d,1407,5.5,52.551694,13.572801,74,
2025-07-05T12:46:53Z,9f8c2a7d,1408,5.02,52.551131,13.573198,74,
2025-07-05T12:47:23Z,9f8c2a7d,1409,7.01,52.551421,13.574232,74,
2025-07-05T12:47:53Z,9f8c2a7d,1410,5.31,52.550929,13.573122,74,
2025-07-05T12:48:23Z,9f8c2a7d,1411,5.05,52.551628,13.573571,74,
2025-07-05T12:48:53Z,9f8c2a7d,1412,2.78,52.551125,13.573299,74,
2025-07-05T12:49:23Z,9f8c2a7d,1413,3.71,52.551661,13.573353,74,
2025-07-05T12:49:53Z,9f8c2a7d,1414,5.86,52.551057,13.574094,74,
2025-07-05T12:50:23Z,9f8c2a7d,1415,7.45,52.551828,13.57347,74,
2025-07-05T12:50:53Z,9f8c2a7d,1416,4.06,52.550911,13.573566,74,
2025-07-05T12:51:23Z,9f8c2a7d,1417,2.34,52.551713,13.57435,74,
2025-07-05T12:51:53Z,9f8c2a7d,1418,3.89,52.551655,13.573821,74,
2025-07-05T12:52:23Z,9f8c2a7d,1419,3.88,52.551619,13.573287,74,
2025-07-05T12:52:53Z,9f8c2a7d,1420,5.46,52.551995,13.574085,74,
2025-07-05T12:53:23Z,9f8c2a7d,1421,6.31,52.550991,13.573596,74,
2025-07-05T12:53:53Z,9f8c2a7d,1422,3.61,52.55098,13.573751,74,
2025-07-05T12:54:23Z,9f8c2a7d,1423,7.29,52.551227,13.574358,74,
2025-07-05T12:54:53Z,9f8c2a7d,1424,7.21,52.551814,13.574069,74,
2025-07-05T12:55:23Z,9f8c2a7d,1425,7.67,52.551686,13.574369,74,
2025-07-05T12:55:53Z,9f8c2a7d,1426,5.16,52.551768,13.573864,74,
2025-07-05T12:56:23Z,9f8c2a7d,1427,7.74,52.550831,13.573258,74,
2025-07-05T12:56:53Z,9f8c2a7d,1428,7.54,52.550963,13.573441,74,
2025-07-05T12:57:23Z,9f8c2a7d,1429,7.36,52.551698,13.573228,74,
2025-07-05T12:57:53Z,9f8c2a7d,1430,3.2,52.551691,13.573816,74,
2025-07-05T12:58:23Z,9f8c2a7d,1431,3.4,52.550999,13.573914,74,
2025-07-05T12:58:53Z,9f8c2a7d,1432,5.69,52.551021,13.57424,74,
2025-07-05T12:59:23Z,9f8c2a7d,1433,6.49,52.551557,13.573738,74,
2025-07-05T12:59:53Z,9f8c2a7d,1434,2.1,52.551688,13.574125,74,
2025-07-05T13:00:23Z,9f8c2a7d,1435,7.29,52.55128,13.573081,74,
2025-07-05T13:00:53Z,9f8c2a7d,1436,4.27,52.551721,13.573216,74,
2025-07-05T13:01:23Z,9f8c2a7d,1437,2.24,52.551198,13.573529,74,
2025-07-05T13:01:53Z,9f8c2a7d,1438,3.12,52.551143,13.574033,74,
2025-07-05T13:02:23Z,9f8c2a7d,1439,4.86,52.551699,13.573905,74,
2025-07-05T13:02:53Z,9f8c2a7d,1440,4.47,52.551292,13.573961,74,
2025-07-05T13:03:23Z,9f8c2a7d,1441,5.95,52.551227,13.573528,74,
2025-07-05T13:03:53Z,9f8c2a7d,1442,5.12,52.550989,13.57326,74,
2025-07-05T13:04:23Z,9f8c2a7d,1443,7.16,52.550882,13.573586,74,
2025-07-05T13:04:53Z,9f8c2a7d,1444,4.22,52.550949,13.572984,74,
2025-07-05T13:05:23Z,9f8c2a7d,1445,2.42,52.55093,13.574276,74,
2025-07-05T13:05:53Z,9f8c2a7d,1446,7.99,52.55102,13.572941,74,
2025-07-05T13:06:23Z,9f8c2a7d,1447,5.66,52.551233,13.572971,74,
2025-07-05T13:06:53Z,9f8c2a7d,1448,5.61,52.550886,13.574303,74,
2025-07-05T13:07:23Z,9f8c2a7d,1449,4.09,52.550885,13.573398,74,
2025-07-05T13:07:53Z,9f8c2a7d,1450,2.65,52.551427,13.574125,74,
2025-07-05T13:08:23Z,9f8c2a7d,1451,4.7,52.551271,13.574361,74,
2025-07-05T13:08:53Z,9f8c2a7d,1452,6.65,52.551609,13.573784,74,
2025-07-05T13:09:23Z,9f8c2a7d,1453,6.51,52.551716,13.573403,74,
2025-07-05T13:09:53Z,9f8c2a7d,1454,3.14,52.551525,13.573759,74,
2025-07-05T13:10:23Z,9f8c2a7d,1455,4.7,52.551343,13.573031,74,
2025-07-05T13:10:53Z,9f8c2a7d,1456,2.06,52.551023,13.572782,74,
